Id экзамена;№ вопроса;Текст вопроса;Картинка из вопроса;Оценка за экзамен;Транскрибация ответа
3374091;2;"Вопрос устной части экзамена. Примите участие в диалоге. Ответьте на вопросы собеседника полными предложениями.
– Вы живёте в квартире или доме? Где находится это место? – ... – Это старый или новый дом? Сколько у Вас комнат? – ... – У Вас есть балкон?Как и когда Вы им пользуетесь? – ... – Как Вы обычно делаете ремонт?Вы это делаете сами или делают специалисты? – ...";;2;Я уже думала. И ответили бы. Итак, примите участие в диалоге. Ответьте на вопросы полными предложениями. Вы живете в квартире или доме? Где находится это место? На данный момент я проживаю в общежитии. Ага. Это находится на улице Пригородная, 9, корпус 1. Угу. Угу. У вас в университете общежитие? Да. Хорошо. Это старый или новый дом? Сколько у вас комнат? Это старый дом и у меня одна комната. Угу. Хорошо. Сколько этажей в вашем доме? В моем доме 9 этажей. Угу. Хорошо. А соседи у вас есть? Имеются, да. У меня есть соседи. Какие? По характеру. Угу. Дружелюбные, отзывчивые. Хорошо. Нравятся вам ваши соседи? Да, очень. Мне нравятся мои соседи. Угу. Так, хорошо. У вас есть балкон? Как и когда вы им пользуетесь? Да, у меня есть балкон. Я им пользуюсь редко для того, чтобы полюбоваться видом. Хорошо. Так, ну и как вы обычно делаете ремонт? Вы это делаете сами или это делают специалисты? Эмм... Я делаю ремонт обычно не так часто и вызываю специалистов для осуществления ремонта. Ага. Скорее. Что-то сами делаете? Ну да. Какие-то такие обычные вещи. Ну, то есть, там, подклеить, например, что-то, починить там. Вот. Такие вещи могу делать самостоятельно. Ага. Хорошо. А теперь подойдём к дому, да, к общежитию, к зданию. Что-то рядом находится с вашим общежитием? С моим общежитием рядом находится Советский парк. Ну, также магазины различные, там, пункты выдачи и так далее. Угу. Какое-то спортивное какие-то сооружение есть? Ну, конечно. Рядом с моим домом есть торговый центр «Кристалл». И там находится спортивное сооружение. Ага. И там находится спортивный клуб «Лекс Джим».
3374091;4;"Вопрос устной части экзамена. Опишите картинку.Ваше сообщение должно содержать следующую информацию. – Что изображено на фотографии (место и т.д.)? – Кто изображён на фотографии? – Что делают эти люди? – Расскажите подробнее о любом человеке на фотографии. – А Вы любите/умеете рисовать? – Как Вы можете помочь ребёнку научиться рисовать?
";https://storage-public.odin.study/e6a7b685-191b-4a3b-9a71-d36b8ee66306.PNG;2;Да. И в течение дня должно содержать следующую информацию. Что изображено на фотографии, место или ещё что-то. Кто изображён на фотографии. Что делают эти люди. Рассказать подробно о любом человеке на фотографии. Ну и рассказать уже любите вы или умеете вы рисовать. И как вы можете помочь ребёнку научиться рисовать. На фотографии изображена мама и ребёнок. Да. Скорее всего это в помещении, в квартире дома у этой семьи. Эти люди рисуют картину, скорее всего. Я вижу на данной картинке ребёнка и вижу, что он в течение всего дня, с младенцем, в доме. И вот я вижу на картинке ребёнка и ребёнка. И он очень счастлив, что мама рядом с ним уделяет ему время и они его очень весело проводят. Я вижу счастливого ребёнка. Я люблю рисовать и умею рисовать. Ну, наверное, не профессионально, а больше любительски. Как я могу помочь ребёнку научиться рисовать? Ну, скорее всего, сесть с ним рядом. И если у него что-то не получается, помочь ему, как-то подбодрить его и предложить какие-то идеи для рисунка. А как рисуют? Чем рисуют? Красками. Ну, ребёнок с мамой рисуют красками. Ну, я вижу, что они не просто рисуют, а балуются. Хорошо. А у вас есть какие-то там, или у вас дети, или у вас дети, которые рисуют? У меня нет детей, но в скором будущем моя сестра родит мне племянника. В будущем, да? Да. Но у меня есть двоюродные братья и сёстры. Вот. Как вот они любят рисовать? Да, они любят рисовать, и не только. Также мы любим с ними гулять. Ага. Вот. Ходить также, кататься на коньках, на лыжах. И, ну, весело проводим время, да, с ними. Ага. Хорошо. Так, ну и расскажите, есть ли у вас подруга или друг? Да, у меня есть две близкие подруги. Одна проживает и живёт в Омске, другая в моём родном городе, в Петропавловске. Ну, какой-нибудь расскажите, где вы познакомились? Чем она занимается? И какая она, то есть, хобби, внешность? Ну, моя самая близкая подруга – это Полина, которая проживает в городе Петропавловске. Мы познакомились с ней в школе ещё. То есть мы дружим уже очень долго, больше восьми лет. Ну, в начале, в начальной школе там мы не сильно общались, а потом, как стали взрослыми, уже стали ближе общаться. Вот. Да. Нам комфортно друг с другом, мы вместе путешествуем, ходим на разные мероприятия, несмотря на то, что, как бы, на расстоянии находимся часто. Тем более, она училась в другом городе, в Перми, но мы всё равно находим время для друг друга. И по характеру она очень добрая, тактичная. Да. Вот. Заботливая, внимательная, очень приятные внешности, но мы разные с ней по внешности вообще. Ага. То есть у неё голубые глаза, прямые волосы, вот. Но, несмотря на то, что мы разные внешне, внутренне мы очень с ней схожи. Ага. Какие у неё интересы? Чем она интересуется, занимается? Ну, вообще, она закончила университет. Политехнический в Перми. Сейчас она работает и планирует переезжать. Также она увлекается спортом, ходит на различные кружки. Вот. А какие кружки? Ну, например, лебедь из глины, горшочки всякие. Вот. Также… А что она потом делает с ними? Ну, скорее всего, дарит своим близким людям, либо оставляет себе на память. Вот. Хорошо. Так, ну, в Омске, то есть, получается, сколько вы уже лет в Омске? Ну, пять лет практически. У вас есть какие-то любимые места в Омске? Да. В Омске у меня есть любимое место – это парк «Зелёный остров». Вот. Почему? Потому что там много разных развлечений, очень красиво, и он всё время преображается. То есть, там появляется что-то новое, новые аттракционы, по-новому украшают всё. То есть, каждый раз приходишь туда и видишь изменения. И поэтому интересно там. Ага. А что у вас там? Что у вас? Ну, в парке также «Птичья гавань». Вот. Вы часто ходите? Вот в этот парк я хожу редко. И он совершенно отличается от парка «Зелёный остров», потому что там очень спокойное место. Когда я хочу умиротворения, тишины и спокойствия, то я хожу в этот парк. Ну, всё хорошо. Всё справилась.
3374093;2;"Вопрос устной части экзамена. Примите участие в диалоге. Ответьте на вопросы собеседника полными предложениями.
– Какие фильмы или сериалы Вы любите смотреть? Фантастику;детективы или романтические фильмы? – ... – Вам нравятся новые фильмы или старые? Цветные или чёрно-белые?Почему? – ... – О чём Ваш любимый фильм? – ... – Кому бы Вы посоветовали его посмотреть и почему? – ...";;2;Пойдемте дальше. Так, следующий вопрос. Вам нужно принять участие в диалоге и ответить на вопросы полными предложениями. Какие фильмы, сериалы вы любите смотреть? Фантастика, детективы или романтические фильмы? Я люблю смотреть детективы. Почему? Потому что там сюжет интересный всегда. Ну, до конца фильма держит фильм в напряжении, так сказать. Испытываю большой спектр эмоций. От просмотра детективов. А фантастику как вы к ней относитесь? Фантастику тоже иногда смотрю, но поменьше, чем детективы. Почему? Потому что больше мне нравятся детективы, чем фантастика. Что вам не нравится в фантастике? В фантастике мне не нравится, что многие вещи неправдоподобны. Что много что отличается от реальности. Поэтому я больше предпочитаю детективы. Вам нравятся новые фильмы или старые? Цветные или черно-белые? Почему? Больше нравятся новые фильмы, потому что там качество картинки лучше, освещение, сюжет уже лучше придумывают. Ну и цветное, само собой. Потому что в черно-белом сейчас новые фильмы уже не снимают. Почему? Кто-то и снимает. Да, не видел таких. Ну, понятно, что это не те, которые... Для каждого зрителя. Так, хорошо. Есть ли у вас любимый фильм? Так, мой любимый фильм «Человек-невидимка». О чем этот фильм? Там... Ну, это даже больше к фантастике. Да, ну вообще, по сути, это детектив. Ну, с небольшим внесением к фантастике жанра туда. Вот, там про девушку и парня. Получается, девушка была не в очень хороших отношениях. Она ушла от парня, и парень преследовал ее в костюме, который он придумал. На основе, там, миллион камер, якобы. И он делает его невидимым. Ну, не смотрели? А, это не по классике, получается. Ну, детектив, да, но с жанром. Нет, у нас там есть классический сюжет. Я так понимаю, что это не классический сюжет «Человек-невидимка». А есть еще какой-то фильм «Человек-невидимка»? Ну, да, но там не про камеры и не такой... Ну, это более новый, там, 2000 на какого-то года выпуска. Хорошо. Какой бы вы посоветовали посмотреть и почему? Я уже всем друзьям посоветовал посмотреть, потому что интересный сюжет, там, до самого конца, ну, непонятно, чем фильм кончится. Потому что есть фильмы, которые сразу знаешь, чем закончится. Детям бы посоветовали? Детям? Ну, наверное, нет. Потому что там ограничение 16+, по-моему, даже на фильме стоит. Ну, прям маленький фильм. Ну, прям маленький, нет. А кто? Подростки могут посмотреть. Хорошо.
3374093;3;"Вопрос устной части экзамена. Начните диалог. Получите нужную Вам информацию. Будьте вежливы.
Представьте ситуацию. Вы пришли в кассы железнодорожного вокзала. Вам нужно купить билеты на поезд до Ташкента. Поздоровайтесь. Узнайте у кассира о наличии билетов;их стоимости. Спросите о скидке для детей. Поблагодарите за полученную информацию и оцените работу кассира.";;1;Вам нужно начать диалог, получить нужную информацию. Будьте вежливы. Представьте ситуацию. Вы пришли в кассу. В кассу железнодорожного вокзала. Вам нужно купить билеты на поезд до Ташкента. Поздоровайтесь, узнаете у кассира о наличии билетов, их стоимости. Спросите о скидке. Для чего? Спросите о скидке для детей. Поблагодарите за полученную информацию и оцените работу кассира. Добрый день. Добрый день. Не будет ли у вас билетов до Ташкента? И сколько они стоят? Будут они билеты, да. То есть на следующую неделю, среда, четверг. Ага. А стоимость их какая? 7000. Ага. А для детей не будет ли скидки? Если ребенок до 12 лет, то скидка 50%. Спасибо большое за потраченное время.
3374093;4;"Вопрос устной части экзамена. Опишите картинку.
Ваше сообщение должно содержать следующую информацию. – Что изображено на рисунке (место;время года и т.д.)? – Кого Вы видите на рисунке? – Что делают эти люди? – Расскажите подробнее о любом человеке;изображённом на рисунке. – Как Вы думаете;какой это человек? – Как у Вас обычно проходит выходной день?
";https://storage-public.odin.study/c247267a-5a7f-46cc-89fe-8c5961573470.PNG;2;И последний вопрос. Вам нужно описать картинку. Так, опять вы ушли из кадра. Ваше сообщение должно содержать информацию. Что изображено на рисунке, место, время года. Кого вы видите на рисунке. Что делают эти люди. Расскажите подробно о любом человеке. Как вы думаете, какой это человек? Ну и последний вопрос. Как у вас обычно проходит выходной день? Так, ну на рисунке, я так понимаю, это какой-то парк. Время года, скорее всего, весна. Потому что все тает. Сосульки тают. И уже все более-менее, ну не так сильно одеты, как зимой. Вот. Так, что делают люди? Ну вот бабушка в фиолетовом пальто, она сидит с палочкой, с сумкой своей. С котом сидит. Мальчик в синей жилетке, в синей шапке, он запускает кораблик по ручью. Вот. Девочка в желтой куртке, она коляску катает с игрушкой. Вот. И собака рядом с ними стоит. Так, ну давайте тогда про всех расскажем. Мальчик в красной куртке, я не вижу, что он делает. Но он еще в красной кепке, в синих джинсах и в каких-то синих сапогах резиновых. Ну, что-то в руках что-то. Да, что-то в руках. Вот. Сзади на фоне молодые люди, мужчина помогает женщине перейти через тот ручей, по которому мальчик в синей жилетке запускает кораблик. Вот. И он несет ей сумку. У женщины это бирюзовое пальто. А, то есть вы ее к югу подробно описываете. Да. Красные сапоги и оранжевое платье. Ну и сумка черная получается. Вот. Она блондинка. Ну, типа, ну, не знаю, что это. Ну, не знаю. Ну, не знаю. Шаг у нее широкий. Я больше не могу ничего про нее сказать. Ну, шаг-то почему у нее широкий? Ну, она вон за один шаг перешагнула этот ручеек. Можно специально только шаг сделать. Шаг перешагнуть. Ну, не все так смогут. Угу. Хорошо. Так. Ну и опишите, как ваш проходит обычный выходной день? Обычно выходной день проходит с того, что я просыпаюсь, умываюсь. Ну, там зубы тещу. Вот. Потом мне нужно за компьютером чуть-чуть посидеть, потому что сейчас работа с этим связана. Вот. Потом я завтракаю. Потом могу сходить в магазин, если что-то надо. Если ничего не надо, могу выйти погулять. Ну, воздухом подышать. Вот. Ближе к вечеру я что-нибудь смотрю или могу опять в компьютере посидеть, если нужно. Вот. Ну и к ночи я ужинаю и уже потом спать ложусь. Угу. Хорошо. Расскажите, пожалуйста, немножко о том городе, откуда вы приехали. Я приехал с города Шахтинска, из Карагандинской области. Вот. У нас город, ну, на основе шахт держится, так сказать. Там четыре шахты. Недалеко от Шахтинска. Вот. На одной из них я работал. Вот. Город небольшой. Там население около 38 тысяч человек. Вот. Ну, там все, инфраструктура, в принципе, есть. Там школы, детские сады, ну, кафе, рестораны, там куда скорее. Какие-то спортивные сооружения есть? Есть спортивные сооружения. Вот недавно построили Тентек, называется. Что это? Это сооружение построил работодатель вот шахт, который, ну, держит шахты наши, руководитель. Вот. Он построил спортивный комплекс, в котором для шахтеров и их семей, там, детей, есть скидка. Ну, а так, в принципе, могут все ходить. И что есть в этом комплексе? Там есть тренажеры, гантели, гири, бассейн есть. Но, чтобы попасть в бассейн, нужно получить, ну, справку какого-то определенного. Что там нету дерматовенерологических заболеваний. Вот и всякое такое. А кинотеатры есть у вас? Кинотеатров у нас нет. У нас был кинотеатр еще до моего рождения. Потом его закрыли и больше не открывали. А где вы смотрите кино? В Караганде, в Самой. Это вот город областной. А как он далеко от вас находится? От Шахтинска, Караганда, где-то 50 километров. Ну, если ехать, то на автобусе около часа. Но это город уже областного значения. Там и кинотеатры, и все уже для людей есть. Чего нет в Шахтинске. Хорошо. А какие-то реки и озера есть у вас? Реки и озера в самом Казахстане или... Почему в вашем городе? В самом Шахтинске нет рек и озер. В Караганде нет. В Караганде... Там есть какое-то озерцо, оно в парке в самом. А так в самих городах такого ничего нет. Реки нет у вас в Караганде? В самой Караганде нет, только за пределами. Вы, кажется, там оба реки и озера купили? Нет, нет. Хорошо. Ну, в принципе, справились вы со всеми заданиями.
3374095;1;"Добро пожаловать на экзамен! Вопрос устной части экзамена. Начните диалог.
Вы заболели и не можете прийти на день рождения друга. Извинитесь. Задайте другу вопрос о подарке. ";;1;Так, ну и теперь переходим уже к вопросам экзамена. Первый вопрос. Вам нужно начать диалог. Вы заболели, не можете прийти на день рождения друга. Извинитесь, задайте другу вопрос о подарке. Я должен говорить, проговаривать? Да, что? Конечно, как? Представьте, что вот он друг, и что вы ему говорите. Привет, извини, я сегодня заболел, не смогу прийти. Давай в другой раз как-нибудь прийду, может, тебе подарок подарить, что бы ты хотел. Хорошо, да, не понравился, может.
3374095;2;"Вопрос устной части экзамена. Примите участие в диалоге. Ответьте на вопросы собеседника полными предложениями.
– Блюда какой кухни Вы любите? Почему? – … – Что Вы умеете готовить? – … – Какое любимое блюдо в Вашей семье? – … – Вы ходите в рестораны и кафе? В какие? Если не ходите;то почему? – …";;2;Так, ну ладно. Следующий вопрос. Вам нужно ответить на вопросы полными предложениями. Блюдо какой кухни вы любите? Почему? В какой смысле? Этническую какую-то? Да. Может, экзотическую? Ну, борщ люблю. Почему? Ну, вкусно, если перец красный добавляют, помидорки, вот это вот. Все вкусно приготовить, сметанка, пампушечный хлеб, чесночок. Вкусно. Сочетание вкусов. Еще что? Плов, плов нравится. Вот хорошо, узбекский именно плов, который, или тадрикский. Часто очень езжу куда-нибудь в Череховну, беру плов. Или манты у них. А где у вас? На левом берегу Асгард, торговый центр. Там есть фудкорт. Много вот этих вот. Ну, что ж, это у вас в Казахстане? Нет, здесь в Асгарде. Асгард? Асгард. Ну, по-моему, это левый берег там, от континента. Хорошо. А что вы умеете готовить? Ничего, только пельмени выгнать. Ну, вот, кстати, недавно борщ готовил, у нас девушка готовила. Вроде вкусный получился. Ну, не вроде, а вкусный был. Да, это впервые у меня вкусно что-то получилось. И то не сам. А что у вас вы готовили? У вас не вкусно получилось. Ну, тоже самый плов у меня, рис всегда слившийся был. Не вот этой вот его рассыпчатости. А еще бешпармак варил казахстанский. Не несколько раз даже варил. Но его легко варить. Просто варишь, варишь, и все, ума не надо. Ну, ладно, хорошо. Так, следующее. Какое любимое блюдо в вашей семье? Да нет какого-то определенного. У каждого разное. Ну, вы тут скажите, у кого что? Ну, я не знаю, тот же борщ какой-нибудь. А отец любит. Вот он сам украинец. Ему нравятся тут какие-нибудь шкуварки зажаренные с картошкой, что-нибудь такое вот. Мама суши любит. Я уже сказал, что... А вы суши не любите? Нет, я сейчас переел их. А еще кутю люблю. На старождестве любил. Кашка такая вкусная. Хорошо. Вы ходите в рестораны и кафе. Какие? Если не ходите, то почему? Ну, вот я уже говорил ранее, что в фудкорды ездят. Вот эти вот всякие. Там узбекская, грузинская, вот хинкали тоже брал, шашлык, турецкая. Ну, разная. Так потихонечку познаю как-то. Вот. Ну, езжу, да, бывает. С кем вы ходите по ресторанам? Когда с другом, когда с девушкой. Хорошо.
3374095;3;"Вопрос устной части экзамена. Начните диалог. Получите нужную Вам информацию. Будьте вежливы.
Представьте ситуацию. Вы пришли в магазин и хотите купить новый холодильник. Обратитесь к менеджеру магазина. Попросите его посоветовать Вам хороший товар. Расспросите о его достоинствах и недостатках. Узнайте;можно ли оформить рассрочку и какие документы для этого нужны. Поблагодарите за предоставленную информацию.";;1;Итак, вам нужно начать диалог, получить нужную информацию. Будьте вежливы. Ситуация такая. Вы пришли в магазин и хотите купить новый холодильник. Обратитесь к менеджеру магазина. Попросите его посоветовать вам хороший товар. Расспросите о его достоинствах и недостатках. Узнайте, можно ли оформить рассрочку. И какие документы для этого нужны. Поблагодарите за предоставленную информацию. Вот я, менеджер. Можете ко мне обращаться. Здравствуйте. Здравствуйте. Вот такая ситуация. Холодильник у меня поломался. Сейчас нужно срочно холодильник. А денег сейчас нет, чтобы полностью платить. Есть ли вариант рассрочку взять? Ну, да. И такое по цене и качеству как-то соориентируете, чтобы было в каком-то бюджетном сегменте. Так, ну, рассрочку, да, мы оформляем рассрочку. Так, и если модель, то вот можете посмотреть на эту модель. Она вас устраивает? Да. Ну, да. Ну, да. Ну, да. Ну, да. Ну, да. Ну, да. Ну, да. Ну, да. Ну, да. Ну, да. Ну, да. Ну, да. Ну, да. Ну, да. Ну, да. Ну, да. Ну, да. Ну, да. Ну, да. Ну, да. Ну, да. Ну, да. Ну, да. Угу. Там есть какая-то документация, техническое характеристики можно будет. Да, конечно. Все это у нас прилагается к каждой модели. Ну, хорошо. Тогда давайте вот это-то я беру. Еще что-нибудь надо спросить. Какие документы нужны для рассрочки? Так, для рассрочки надо… Нужно… недостатки нет очень хорошая модель работает хорошо и все спасибо вам
3374095;4;"Вопрос устной части экзамена. Опишите картинку.
Ваше сообщение должно содержать следующую информацию: – Что изображено на рисунке (место;время года и т.д.)? – Кто изображён на рисунке? – Что они делают? – Расскажите подробнее о любом человеке;изображённом на рисунке. – А Вы любите путешествовать? – Где Вы уже побывали?";https://storage-public.odin.study/6383f52e-5d09-41ae-ad2d-81179b549d10.PNG;2;сообщение должно содержать следующую информацию что изображено на рисунке место время года кто изображен на рисунке что они делают и рассказать подробно о любом человеке на рисунке ну и следующие два вопроса это уже вы о себе будете рассказывать любите вы путешествовать где вы побывали начнем с картинки смотрите так на картинке что вокзал да так орел москва значит это это либо аэропорт либо вокзал так вижу железную дорогу железнодорожный вокзал люди тут изображены у каждого разное настроение так вот эта девушка справа она видимо собралась на курорт потому что она так по легкому одета как-то уже и шляпу не видимо загорать собралась а может то что жарко так потом семья едет ну видимо то а мимо вадлера не идут потому что тоже от семья на как-то так туристически настроены вот потом ну вот молодой человек и девушка видимо она его пришла провожать потому что она его обнимает или он ее он ее потому что ее чемоданчик с цветочками потом это кто-то он видимо приехал какой-то парень он бежит только прибыл видимо он с лесу к вышел на перрон он потом какой-то фотограф видимо фотографировать по большей части и еще какой то человек но он видимо такое любит походы потому что платы еще что-то время года вечер LEGEND eleger не будет белое время дня portal чтобы не душитьEst Titans который очень качественный человек�етемushbel нав Nazi про IPO или как ты думаешь вообще ничего интересен или как разглашаешься с п tutte ребята который говорит им вопрос الشий вместе Suuit Femme, 투ferto lara Meinц und Schau, однджирующая работа вот это мой чword время года ну лета летом же все на отдыхе хотя может наоборот не в теплые края и потому что осень конец могу сказать так я уже 4 ну хорошо вот это же справа мадам шляпка у нее такая бежевого цвета блондинка надета у него топик и какой-то сарафан называется или как я не знаю в горошек платье или что юбка и не платье юбка вот ведет очень много чемоданов очень много вещей там же тортики по моему гостиницы китоне или что это не знаю и и какая-то розовая сумка красных туфлях по характеру но она одна наверное вредноватая немножечко и просто что она одна да и у нее очень большой такой гардероб наверно на карьеристка да наверно вредноватая карьеристка такая наверное не она такая представляется хорошо так путешествовать но особо не путешествовал но хотелось бы хотелось бы много где побывать хотелось бы побывать в европе только казахстан россия ну где в казахстане был город астана это было 14 лет назад поэтому уже особо не помню ребенком был вот так вот в омске был но он для меня тоже своего рода путешествие потому что страна он столько город истории до от сибирских завоеваний крепость вот это вот центре мне нравится архитектура вот это вот старая русская при царе которые еще было в целом еще ну хотелось бы в европе в первую очередь побывать да везде что было древним римом от этого раз римская архитектура римская архитектура это там от античной сиду ботики какой-то да да вот это знаете именно эстетическая точка зрения античность все было такое если посмотрим эти древние виноград но это все их древней греции древнему риму древнему риму Galaxy zыми риме для новых интернет нового роки римской государственной богатой стажа муриеву которые считают это в принципе вся античная культура там из рождения всяких философов ныне известных которых мы изучаем вот мне кажется это такая колыбель культурно не кажется именно такой в азии так он был казахстане атак в азии ну в турции на побывал бы ну потому что стамбул на стамбула уже наверное европу идет до бывшего у нас константинополь там через босфора там же разъединяется вот это вот ну хорошо узбекистане бы выбывал фергана такие мавзолеи всякие вот эти вот тоже как исторически
3374098;1;"Добро пожаловать на экзамен! Вопрос устной части экзамена. Начните диалог.
Вы увидели объявление о работе и хотите получить её. Позвоните и узнайте;какие требования предъявляет работодатель к соискателю. ";;1;Первая у вас ситуация, вам надо начать диалог. Вы увидели объявление о работе и хотите ее получить. Позвоните и узнайте, какие требования предъявляет работодатель к соискателю. Угу. Добрый. Добрый день. Добрый день. Добрый день. Подскажите, какие у вас есть требования ко мне, чтобы... Я бы хотела устроиться на работу. А какие требования нужны для того, чтобы устроиться на работу? Нет, первый вопрос вы лучше говорили, какие требования ко мне, ладно, чем нужны. Ага. Но так все равно правильно. Ага.
3374098;2;"Вопрос устной части экзамена. Примите участие в диалоге. Ответьте на вопросы собеседника полными предложениями.
– Блюда какой кухни Вы любите? Почему? – … – Что Вы умеете готовить? – … – Какое любимое блюдо в Вашей семье? – … – Вы ходите в рестораны и кафе? В какие? Если не ходите;то почему? – …";;2;Итак, примите участие в диалоге, ответим на вопросы собеседника полными предложениями. Люда, какой кухни вы любите? Почему? Блюда... Так, я люблю блюда тайской кухни. Я, потому что я предпочитаю более что-то такое сладкое и с перчинкой. Ну вот именно в тайской кухне такое и присутствует. Одновременно? Да, одновременно. У них есть, ну как бы, кисло-сладко получается, перчено, такое вот все вместе. И относительно немножко с остринкой. И, ну, вот такие вот ощущения. Ну, вот такие вот ощущения забавные, нравится. Где можно попробовать у нас или у вас, в Казахстане, или здесь у нас? В Омске есть заведение, Рамен с уткой, вроде бы, называется, если не ошибаюсь. Вот как раз таки там, ну, мы иногда обедаем, завтракаем. А какие именно блюда вы любите? Из этой кухни? Ага. Ну, мне нравится, так, томьян. Томьян? Что это? Это такой, можно сказать, как бы суп. В нем находятся морские продукты на основе молочного, на основе кокосового молока его готовят. Ну, и там вот как раз таки есть вот эти вот немножко остренькие специи. Вот. Какие еще мне нравятся? Мне нравятся там очень вкусные брокколи в кисло-сладком соусе. То есть брокколи, они в панировке готовятся. Такие зажаристые. И подается с кисло-сладким соусом. Ну, вкусно. Хорошо. А что вы умеете готовить? Я умею готовить, ну, как бы, наверное, практически все. Но больше всего я обожаю готовить кондитерские изделия. Даже иногда я пеку что-то на заказ. Люблю печь очень меренговые рулеты. Люблю новые вот пирожные моти. Сейчас японские такие пирожные. Очень вкусные. Тоже с разными начинками. Тоже с разными начинками нравятся. А где вы учились готовить? Сама учка. Сама, дома. Как бы, покупала какие-то курсы, которые продаются в интернете, которые, ну, там, знаете, интернет, социальные сети. Ну, вот. То, что нахожу дома, пробую, получилось. Записала. Если нет, то, значит, как бы, не рабочий рецепт. Хорошо. А какое любимое блюдо в вашей семье? Так. В нашей семье. Ну, наверное, это вот казахское блюдо бешпармак. Что это? Бешпармак, он готовится на основе мясного бульона. Мясо, говядина, конину туда также добавляют. Ну, кто-то по желанию добавляет курицу. То есть, ну, то, что есть дома. Вот. И добавляют также туда тесто. Готовят в мясном бульоне тесто. Раскатывают его. Либо же есть покупное. Сочнее, мягкое. Сочнее оно называется. Вот. Отваривается буквально, там, минут семь и добавляется к мясу. Ну, и, собственно, блюдо готово. Также еще лук туда добавляют. Отваривают его в этом мясном бульоне и сверху кладется. Очень такое вкусное, насыщенное блюдо. Хорошо. Вы ходите в рестораны и кафе. В какие? Если нет, то почему? Да. Мы ходим в рестораны. Вот, например, мы недавно были в ресторане «Гурман» в Омске. И, конечно, там, конечно, все, что есть, там, есть. А, да. И, конечно, там, в ресторанах, в ресторанах, в ресторанах есть. Вот. Это было последний раз мы ходили туда, потому что у меня был День рождения. Вот. Посещаем мы туда. Там его посещаем. Только вот, как бы, по праздникам. Потому что там такое заведение спокойное. Можно отдохнуть, поздравить друг дружку. Но, помимо этого, мы ходим в другие рес Mauritius. В Мурманский. Да. И, конечно, в Мурманский. Но, если вы хотите, вы можете приобрести, там, в Мурманский, в Мурманске. Да. Ну, и, конечно, там, в Мурманске. Да. Там, в Мурманске. Да. Ну, и, конечно, там, в Мурманский. Да. Ну, и, конечно, там, в Мурманский. Да. Но, если вы хотите, вы можете приобрести в Мурманске. Да. Ну, и, конечно, там, в Мурманский. Да. Но, помимо этого, мы ходим в другие рестораны. Пробуем разную кухню. То есть, если какой-то новый ресторан увидели в социальных сетях или же просто кто-то порекомендовал, мы идем, смотрим, пробуем, оцениваем, можно так сказать. Ну, это, наверное, все. Хорошо. Пойдемте дальше. Следующий вопрос. Меню для всех, которые хотят, чтобы их было более Идем, смотрим, пробуем, оцениваем, можно так сказать. Наверное, все. Хорошо. Пойдемте дальше.
