Id экзамена;Id вопроса;№ вопроса;Текст вопроса;Картинка из вопроса;Оценка экзаменатора;Транскрибация ответа;Ссылка на оригинальный файл запис,score,score_raw,score_confidence,score_status
"3409261;31272274;2;""<p>Вопрос устной части экзамена. Примите участие в диалоге. Ответьте на вопросы собеседника полными предложениями.</p>",100.0,1.0,1.0,success
<p> </p>,100.0,1.0,1.0,success
"3409261;31272275;3;""<p>Вопрос устной части экзамена. Начните диалог. Получите нужную Вам информацию. Будьте вежливы.</p>",100.0,1.0,1.0,success
<p> </p>,100.0,1.0,1.0,success
"3409261;31272276;4;""<p>Вопрос устной части экзамена. Опишите картинку.</p>",100.0,1.0,1.0,success
<p><strong>Ваше сообщение должно содержать следующую информацию. </strong><br><strong>– Что изображено на фотографии (место и т.д.)? </strong><br><strong>– Кто изображён на фотографии? </strong><br><strong>– Что делают эти люди? </strong><br><strong>– Расскажите подробнее о любом человеке на фотографии. </strong><br><strong>– А Вы любите/умеете рисовать? </strong><br><strong>– Как Вы можете помочь ребёнку научиться рисовать?</strong></p>,100.0,1.0,1.0,success
"3409262;31272311;1;""<p>Добро пожаловать на экзамен! <br>Вопрос устной части экзамена. Начните диалог.</p>",100.0,1.0,1.0,success
"3409262;31272312;2;""<p>Вопрос устной части экзамена. Примите участие в диалоге. Ответьте на вопросы собеседника полными предложениями.</p>",100.0,1.0,1.0,success
<p> </p>,100.0,1.0,1.0,success
"3409262;31272313;3;""<p>Вопрос устной части экзамена. Начните диалог. Получите нужную Вам информацию. Будьте вежливы.</p>",100.0,1.0,1.0,success
"3409262;31272314;4;""<p>Вопрос устной части экзамена. Опишите картинку.</p>",100.0,1.0,1.0,success
"3409263;31272350;2;""<p>Вопрос устной части экзамена. Примите участие в диалоге. Ответьте на вопросы собеседника полными предложениями.</p>",100.0,1.0,1.0,success
<p> </p>,100.0,1.0,1.0,success
"3409263;31272351;3;""<p>Вопрос устной части экзамена. Начните диалог. Получите нужную Вам информацию. Будьте вежливы.<br><br></p>",100.0,1.0,1.0,success
"3409263;31272352;4;""<p>Вопрос устной части экзамена. Опишите картинку.</p>",100.0,1.0,1.0,success
"<p><img src=""""https://storage-public.odin.study/6383f52e-5d09-41ae-ad2d-81179b549d10.PNG"""" width=""""716"""" height=""""414""""></p>",100.0,1.0,1.0,success
"3409264;31272387;1;""<p>Добро пожаловать на экзамен! <br>Вопрос устной части экзамена. Начните диалог.</p>",100.0,1.0,1.0,success
"3409264;31272388;2;""<p>Вопрос устной части экзамена. Примите участие в диалоге. Ответьте на вопросы собеседника полными предложениями.</p>",100.0,1.0,1.0,success
<p> </p>,100.0,1.0,1.0,success
"3409264;31272389;3;""<p>Вопрос устной части экзамена. Начните диалог. Получите нужную Вам информацию. Будьте вежливы.</p>",100.0,1.0,1.0,success
<p> </p>,100.0,1.0,1.0,success
"3409264;31272390;4;""<p>Вопрос устной части экзамена. Опишите картинку.</p>",100.0,1.0,1.0,success
<p> </p>,100.0,1.0,1.0,success
"3409331;31273764;2;""<p>Вопрос устной части экзамена. Примите участие в диалоге. Ответьте на вопросы собеседника полными предложениями.<br><br></p>",100.0,1.0,1.0,success
"3409331;31273765;3;""<p>Вопрос устной части экзамена. Начните диалог. Получите нужную Вам информацию. Будьте вежливы.<br><br></p>",100.0,1.0,1.0,success
"3409331;31273766;4;""<p>Вопрос устной части экзамена. Опишите картинку.</p>",100.0,1.0,1.0,success
<p> </p>,100.0,1.0,1.0,success
"3409458;31277121;1;""<p>Добро пожаловать на экзамен! <br>Вопрос устной части экзамена. Начните диалог.</p>",100.0,1.0,1.0,success
"3409458;31277122;2;""<p>Вопрос устной части экзамена. Примите участие в диалоге. Ответьте на вопросы собеседника полными предложениями.</p>",100.0,1.0,1.0,success
"3409458;31277123;3;""<p>Вопрос устной части экзамена. Начните диалог. Получите нужную Вам информацию. Будьте вежливы.</p>",100.0,1.0,1.0,success
"3409458;31277124;4;""<p>Вопрос устной части экзамена. Опишите картинку.</p>",100.0,1.0,1.0,success
"<p><img src=""""https://storage-public.odin.study/6383f52e-5d09-41ae-ad2d-81179b549d10.PNG"""" width=""""716"""" height=""""414""""></p>",100.0,1.0,1.0,success
"3409459;31277160;2;""<p>Вопрос устной части экзамена. Примите участие в диалоге. Ответьте на вопросы собеседника полными предложениями.</p>",100.0,1.0,1.0,success
<p> </p>,100.0,1.0,1.0,success
"3409460;31277200;4;""<p>Вопрос устной части экзамена. Опишите картинку.<br><strong>Ваше сообщение должно содержать следующую информацию. </strong><br><strong>– Что изображено на фотографии (место и т.д.)? </strong><br><strong>– Кто изображён на фотографии? </strong><br><strong>– Что делают эти люди? </strong><br><strong>– Расскажите подробнее о любом человеке на фотографии. </strong><br><strong>– А Вы любите/умеете рисовать? </strong><br><strong>– Как Вы можете помочь ребёнку научиться рисовать?<img src=""""https://storage-public.odin.study/8a63ee0a-1bca-499f-b312-258604fd9543.PNG"""" width=""""819"""" height=""""547""""></strong></p>"";https://storage-public.odin.study/8a63ee0a-1bca-499f-b312-258604fd9543.PNG;1;Примите вычет. Примите вычет. сидит в своем доме сидит мама занимайся со своим ребенком ребенком и то что надо им научить показывать играть с ним чтобы весело было ребенка они вот эти раскраски брали нарисовали то что ребенка нарисовала мама обрадовалась мы показывали как я красиво и нарисовала и еще играли они вместе ребенка довольны мама тоже довольны все а про рисование мама любит рисовать вот поэтому своей ребенку тоже научит чтобы что-то она же рисует обычно же дети любят рисовать что-то сделает они вместе вот рисует показывает;https://storage.yandexcloud.net/odin-exam-files-dataset/30a4d624-a9f2-498c-97bb-effa36b12608-3.MP3",100.0,1.0,1.0,success
"3409461;31277235;1;""<p>Добро пожаловать на экзамен! <br>Вопрос устной части экзамена. Начните диалог.</p>",100.0,1.0,1.0,success
"3409461;31277236;2;""<p>Вопрос устной части экзамена. Примите участие в диалоге. Ответьте на вопросы собеседника полными предложениями.</p>",100.0,1.0,1.0,success
"3409461;31277237;3;""<p>Вопрос устной части экзамена. Начните диалог. Получите нужную Вам информацию. Будьте вежливы.</p>",100.0,1.0,1.0,success
<p> </p>,100.0,1.0,1.0,success
"3409461;31277238;4;""<p>Вопрос устной части экзамена. Опишите картинку.</p>",100.0,1.0,1.0,success
"3409464;31277314;2;""<p>Вопрос устной части экзамена. Примите участие в диалоге. Ответьте на вопросы собеседника полными предложениями.</p>",100.0,1.0,1.0,success
<p> </p>,100.0,1.0,1.0,success
"3409464;31277315;3;""<p>Вопрос устной части экзамена. Начните диалог. Получите нужную Вам информацию. Будьте вежливы.</p>",100.0,1.0,1.0,success
<p> </p>,100.0,1.0,1.0,success
"3409464;31277316;4;""<p>Вопрос устной части экзамена. Опишите картинку.</p>",100.0,1.0,1.0,success
<p><strong>Ваше сообщение должно содержать следующую информацию. </strong><br><strong>– Что изображено на фотографии (место и т.д.)? </strong><br><strong>– Кто изображён на фотографии? </strong><br><strong>– Что делают эти люди? </strong><br><strong>– Расскажите подробнее о любом человеке на фотографии. </strong><br><strong>– А Вы любите/умеете рисовать? </strong><br><strong>– Как Вы можете помочь ребёнку научиться рисовать?</strong></p>,100.0,1.0,1.0,success
"3409467;31277428;2;""<p>Вопрос устной части экзамена. Примите участие в диалоге. Ответьте на вопросы собеседника полными предложениями.<br><br></p>",100.0,1.0,1.0,success
"3409467;31277429;3;""<p>Вопрос устной части экзамена. Начните диалог. Получите нужную Вам информацию. Будьте вежливы.<br><br></p>",100.0,1.0,1.0,success
"3409467;31277430;4;""<p>Вопрос устной части экзамена. Опишите картинку.</p>",100.0,1.0,1.0,success
<p> </p>,100.0,1.0,1.0,success
"3409542;31278868;1;""<p>Добро пожаловать на экзамен! <br>Вопрос устной части экзамена. Начните диалог.</p>",100.0,1.0,1.0,success
"3409542;31278869;2;""<p>Вопрос устной части экзамена. Примите участие в диалоге. Ответьте на вопросы собеседника полными предложениями.</p>",100.0,1.0,1.0,success
"3409542;31278870;3;""<p>Вопрос устной части экзамена. Начните диалог. Получите нужную Вам информацию. Будьте вежливы.</p>",100.0,1.0,1.0,success
"3409542;31278871;4;""<p>Вопрос устной части экзамена. Опишите картинку.</p>",100.0,1.0,1.0,success
"<p><img src=""""https://storage-public.odin.study/6383f52e-5d09-41ae-ad2d-81179b549d10.PNG"""" width=""""716"""" height=""""414""""></p>",100.0,1.0,1.0,success
"3409543;31278907;2;""<p>Вопрос устной части экзамена. Примите участие в диалоге. Ответьте на вопросы собеседника полными предложениями.<br><br></p>",100.0,1.0,1.0,success
"3409543;31278908;3;""<p>Вопрос устной части экзамена. Начните диалог. Получите нужную Вам информацию. Будьте вежливы.<br><br></p>",100.0,1.0,1.0,success
"3409543;31278909;4;""<p>Вопрос устной части экзамена. Опишите картинку.</p>",100.0,1.0,1.0,success
<p> </p>,100.0,1.0,1.0,success
"3409544;31278945;2;""<p>Вопрос устной части экзамена. Примите участие в диалоге. Ответьте на вопросы собеседника полными предложениями.</p>",100.0,1.0,1.0,success
<p> </p>,100.0,1.0,1.0,success
"3409544;31278946;3;""<p>Вопрос устной части экзамена. Начните диалог. Получите нужную Вам информацию. Будьте вежливы.<br><br></p>",100.0,1.0,1.0,success
"3409544;31278947;4;""<p>Вопрос устной части экзамена. Опишите картинку.</p>",100.0,1.0,1.0,success
"<p><img src=""""https://storage-public.odin.study/6383f52e-5d09-41ae-ad2d-81179b549d10.PNG"""" width=""""716"""" height=""""414""""></p>",100.0,1.0,1.0,success
"3409545;31278982;1;""<p>Добро пожаловать на экзамен! <br>Вопрос устной части экзамена. Начните диалог.</p>",100.0,1.0,1.0,success
"3409545;31278983;2;""<p>Вопрос устной части экзамена. Примите участие в диалоге. Ответьте на вопросы собеседника полными предложениями.</p>",100.0,1.0,1.0,success
<p> </p>,100.0,1.0,1.0,success
"3409545;31278984;3;""<p>Вопрос устной части экзамена. Начните диалог. Получите нужную Вам информацию. Будьте вежливы.</p>",100.0,1.0,1.0,success
<p> </p>,100.0,1.0,1.0,success
"3409545;31278985;4;""<p>Вопрос устной части экзамена. Опишите картинку.</p>",100.0,1.0,1.0,success
<p> </p>,100.0,1.0,1.0,success
"3409546;31279021;2;""<p>Вопрос устной части экзамена. Примите участие в диалоге. Ответьте на вопросы собеседника полными предложениями.</p>",100.0,1.0,1.0,success
"3409546;31279022;3;""<p>Вопрос устной части экзамена. Начните диалог. Получите нужную Вам информацию. Будьте вежливы.<br><br></p>",100.0,1.0,1.0,success
"3409546;31279023;4;""<p>Вопрос устной части экзамена. Опишите картинку.</p>",100.0,1.0,1.0,success
<p> </p>,100.0,1.0,1.0,success
"3409547;31279058;1;""<p>Добро пожаловать на экзамен! <br>Вопрос устной части экзамена. Начните диалог.</p>",100.0,1.0,1.0,success
"3409547;31279059;2;""<p>Вопрос устной части экзамена. Примите участие в диалоге. Ответьте на вопросы собеседника полными предложениями.<br><br></p>",100.0,1.0,1.0,success
"3409547;31279060;3;""<p>Вопрос устной части экзамена. Начните диалог. Получите нужную Вам информацию. Будьте вежливы.</p>",100.0,1.0,1.0,success
<p> </p>,100.0,1.0,1.0,success
"3409547;31279061;4;""<p>Вопрос устной части экзамена. Опишите картинку.</p>",100.0,1.0,1.0,success
"<p><img src=""""https://storage-public.odin.study/049deff0-285e-4ffe-b1b7-54aa01eb4b45.PNG"""" width=""""684"""" height=""""401""""></p>"";https://storage-public.odin.study/049deff0-285e-4ffe-b1b7-54aa01eb4b45.PNG;2;кормашка спод sistem подготовка описание картинки наше сообщение должно содержать информацию что вы видите на рисунке место время года кто изображен на рисунке что они делают напишите подробно любого человека на рисунке и два вопроса это вам любите воздух на природе и часто вы бываете на природе семьей теплым летним днем семья собралась на пикник семья состоит из мамы папы двоих сыновей и дочки сыновьям по 10 лет точки четыре годика папа с сыновьями жарит шашлыки учит их жарить шашлыки дочка помогает собрать пикник мама сервирует пикник стол рядом с ними речка теплый день можно покупаться шашлыки очень вкусные иди машута теперь вы кого-нибудь одного выберите его подругу дочка девочкой 4 годика помогает маме красиво одета в желтой кофточке в шортиках красивой прическа воспитанная девочка я очень люблю отдых на природе но часто не получается отдохнуть связи с работой раз в год стараемся выехать на челкар семьей прошлым летом были отдыхали очень понравилось отдохнули от всего от работы от суеты дети зарядились пожил положительными эмоциями и приступили к работе это озеро от мишкуля 300 километров красивое место живописное а ели сосны большое озеро есть островок прям в озере переплываешь его ну очень так красиво пофотографироваться камни там зоны отдыха домики так выезжаете так так так так такENS в колледже да играла волейбол легкая атлетика занимали призовые местам в район выезжали из соревнований снимали бег с препятствиями бить и в кdest workout бег с препятствиями бить и на з�� estava atletico avec un giocouuuuu бега внуючка это braid vigor и бренда да slowly auggle ezressing when you walk with your feet 300 метров километр полтора километра почему именно этот спорт потому что был посылка этому у нас был хороший физрук который нас мотивировал возил нас на соревнованиях и хотелось достигать побед быть первой спорте потому что была расположена к бегу легкой атлетики спросить что вообще можете сказать а какая цель первое это здоровый образ жизни это хорошая физическая подготовка но также и на умственную часть вообще я думаю что знаю что физически развитые люди они более целеустремленные более выносливые и в плане по жизни они достигают больше чем пассивные люди;https://storage.yandexcloud.net/odin-exam-files-dataset/135b20d5-a556-48ba-96b3-d6b5ad440249-3.MP3",100.0,1.0,1.0,success
"3409548;31279097;2;""<p>Вопрос устной части экзамена. Примите участие в диалоге. Ответьте на вопросы собеседника полными предложениями.</p>",100.0,1.0,1.0,success
<p> </p>,100.0,1.0,1.0,success
"3409548;31279098;3;""<p>Вопрос устной части экзамена. Начните диалог. Получите нужную Вам информацию. Будьте вежливы.</p>",100.0,1.0,1.0,success
<p> </p>,100.0,1.0,1.0,success
"3409548;31279099;4;""<p>Вопрос устной части экзамена. Опишите картинку.</p>",100.0,1.0,1.0,success
<p> </p>,100.0,1.0,1.0,success
"3409550;31279172;1;""<p>Добро пожаловать на экзамен! <br>Вопрос устной части экзамена. Начните диалог.</p>",100.0,1.0,1.0,success
"3409550;31279173;2;""<p>Вопрос устной части экзамена. Примите участие в диалоге. Ответьте на вопросы собеседника полными предложениями.</p>",100.0,1.0,1.0,success
<p> </p>,100.0,1.0,1.0,success
"3409550;31279174;3;""<p>Вопрос устной части экзамена. Начните диалог. Получите нужную Вам информацию. Будьте вежливы.</p>",100.0,1.0,1.0,success
"3409550;31279175;4;""<p>Вопрос устной части экзамена. Опишите картинку.</p>",100.0,1.0,1.0,success
"3409551;31279210;1;""<p>Добро пожаловать на экзамен! <br>Вопрос устной части экзамена. Начните диалог.</p>",100.0,1.0,1.0,success
"3409551;31279211;2;""<p>Вопрос устной части экзамена. Примите участие в диалоге. Ответьте на вопросы собеседника полными предложениями.</p>",100.0,1.0,1.0,success
"3409551;31279212;3;""<p>Вопрос устной части экзамена. Начните диалог. Получите нужную Вам информацию. Будьте вежливы.</p>",100.0,1.0,1.0,success
<p> </p>,100.0,1.0,1.0,success
"3409551;31279213;4;""<p>Вопрос устной части экзамена. Опишите картинку.</p>",100.0,1.0,1.0,success
<p> </p>,100.0,1.0,1.0,success
3409552;31279248;1;<p>Добро пожаловать на экзамен! <br>Вопрос устной части экзамена. Начните диалог.<br><strong>Вы не можете найти дорогу к автобусной остановке. Узнайте у прохожего </strong><strong>путь к автобусной остановке.</strong></p>;;1;узнаете прохожего путь к автобусной остановке здравствуйте здравствуйте здравствуйте подскажите пожалуйста как пройти к автобусной остановке допустим с колхозного рынка до автоводзала здесь это угол пройдет там коль метров 150 увидеть;https://storage.yandexcloud.net/odin-exam-files-dataset/61119e0f-6171-4bae-accd-03563ec83a9e-0.MP3,100.0,1.0,1.0,success
"3409552;31279249;2;""<p>Вопрос устной части экзамена. Примите участие в диалоге. Ответьте на вопросы собеседника полными предложениями.</p>",100.0,1.0,1.0,success
"3409552;31279250;3;""<p>Вопрос устной части экзамена. Начните диалог. Получите нужную Вам информацию. Будьте вежливы.</p>",100.0,1.0,1.0,success
"3409552;31279251;4;""<p>Вопрос устной части экзамена. Опишите картинку.</p>",100.0,1.0,1.0,success
"<p><img src=""""https://storage-public.odin.study/6383f52e-5d09-41ae-ad2d-81179b549d10.PNG"""" width=""""716"""" height=""""414""""></p>",100.0,1.0,1.0,success
"3409554;31279306;1;""<p>Добро пожаловать на экзамен! <br>Вопрос устной части экзамена. Начните диалог.</p>",100.0,1.0,1.0,success
"3409554;31279307;2;""<p>Вопрос устной части экзамена. Примите участие в диалоге. Ответьте на вопросы собеседника полными предложениями.</p>",100.0,1.0,1.0,success
<p> </p>,100.0,1.0,1.0,success
"3409554;31279308;3;""<p>Вопрос устной части экзамена. Начните диалог. Получите нужную Вам информацию. Будьте вежливы.</p>",100.0,1.0,1.0,success
"3409554;31279309;4;""<p>Вопрос устной части экзамена. Опишите картинку.</p>",100.0,1.0,1.0,success
"3409555;31279345;2;""<p>Вопрос устной части экзамена. Примите участие в диалоге. Ответьте на вопросы собеседника полными предложениями.</p>",100.0,1.0,1.0,success
"3409555;31279346;3;""<p>Вопрос устной части экзамена. Начните диалог. Получите нужную Вам информацию. Будьте вежливы.</p>",100.0,1.0,1.0,success
"3409555;31279347;4;""<p>Вопрос устной части экзамена. Опишите картинку.</p>",100.0,1.0,1.0,success
<p> </p>,100.0,1.0,1.0,success
"3409594;31280097;3;""<p>Вопрос устной части экзамена. Начните диалог. Получите нужную Вам информацию. Будьте вежливы.</p>",100.0,1.0,1.0,success
"3409594;31280098;4;""<p>Вопрос устной части экзамена. Опишите картинку.</p>",100.0,1.0,1.0,success
"<p><img src=""""https://storage-public.odin.study/6383f52e-5d09-41ae-ad2d-81179b549d10.PNG"""" width=""""716"""" height=""""414""""></p>",100.0,1.0,1.0,success
"3409614;31280515;2;""<p>Вопрос устной части экзамена. Примите участие в диалоге. Ответьте на вопросы собеседника полными предложениями.</p>",100.0,1.0,1.0,success
<p> </p>,100.0,1.0,1.0,success
"3409614;31280516;3;""<p>Вопрос устной части экзамена. Начните диалог. Получите нужную Вам информацию. Будьте вежливы.</p>",100.0,1.0,1.0,success
<p> </p>,100.0,1.0,1.0,success
"3409614;31280517;4;""<p>Вопрос устной части экзамена. Опишите картинку.</p>",100.0,1.0,1.0,success
<p><strong>Ваше сообщение должно содержать следующую информацию. </strong><br><strong>– Что изображено на фотографии (место и т.д.)? </strong><br><strong>– Кто изображён на фотографии? </strong><br><strong>– Что делают эти люди? </strong><br><strong>– Расскажите подробнее о любом человеке на фотографии. </strong><br><strong>– А Вы любите/умеете рисовать? </strong><br><strong>– Как Вы можете помочь ребёнку научиться рисовать?</strong></p>,100.0,1.0,1.0,success
"3409622;31280682;1;""<p>Добро пожаловать на экзамен! <br>Вопрос устной части экзамена. Начните диалог.</p>",100.0,1.0,1.0,success
"3409622;31280683;2;""<p>Вопрос устной части экзамена. Примите участие в диалоге. Ответьте на вопросы собеседника полными предложениями.</p>",100.0,1.0,1.0,success
"3409622;31280684;3;""<p>Вопрос устной части экзамена. Начните диалог. Получите нужную Вам информацию. Будьте вежливы.</p>",100.0,1.0,1.0,success
"3409622;31280685;4;""<p>Вопрос устной части экзамена. Опишите картинку.</p>",100.0,1.0,1.0,success
<p> </p>,100.0,1.0,1.0,success
"3409624;31280741;2;""<p>Вопрос устной части экзамена. Примите участие в диалоге. Ответьте на вопросы собеседника полными предложениями.</p>",100.0,1.0,1.0,success
"3409624;31280742;3;""<p>Вопрос устной части экзамена. Начните диалог. Получите нужную Вам информацию. Будьте вежливы.</p>",100.0,1.0,1.0,success
"3409624;31280743;4;""<p>Вопрос устной части экзамена. Опишите картинку.</p>",100.0,1.0,1.0,success
<p> </p>,100.0,1.0,1.0,success
"3409625;31280779;2;""<p>Вопрос устной части экзамена. Примите участие в диалоге. Ответьте на вопросы собеседника полными предложениями.</p>",100.0,1.0,1.0,success
"3409625;31280780;3;""<p>Вопрос устной части экзамена. Начните диалог. Получите нужную Вам информацию. Будьте вежливы.<br><br></p>",100.0,1.0,1.0,success
"3409625;31280781;4;""<p>Вопрос устной части экзамена. Опишите картинку.</p>",100.0,1.0,1.0,success
<p> </p>,100.0,1.0,1.0,success
"<p><strong><img src=""""https://storage-public.odin.study/37a54d41-aade-4da2-a13d-6ab7d3ef8035.PNG"""" width=""""700"""" height=""""507""""></strong></p>"";https://storage-public.odin.study/37a54d41-aade-4da2-a13d-6ab7d3ef8035.PNG;2;вас это нужно будет описать картинку когда вы будете ее описывать ваше сообщение должно содержать следующую информацию что изображено на рисунке место время года и так далее кто изображен на рисунке что они делают расскажите подробнее о любом человеке изображенную на рисунке ну и будет вопрос сколько детей в вашей семье расскажите о них и как вы играете с детьми можете немного подумать рассмотреть картинку как вы будете готовы начинайте так получается вот я вижу грубо говоря это вот недалеко не близко моя семья чуть-чуть наверное не хватает детей также получается это частный дом я предполагаю при время года лето трава деревья листья все то есть наверное июнь-июнь возможно август то есть детки детки вот этот вот маленький ребятеночек в памяти подгузники наверное самым большим мне приглянется так у меня доченька маленькая ей сейчас 7 месяцев детей я очень люблю очень обожаю так ну подождите нужно еще описать картинку да да описать кто что делает что получается я вижу наверное папа с сыном беседует о чем-то активно при этом моет посуду сын помогает отцу отец моет сыну естественно помогает протирает хорошо мама получается семейство со своей мамой с бабушкой возможно тоже о чем-то беседует при этом они пьют чай с ними умираетaso полы какие-то kedcks овощи просто приглянулся еще раз повторяю потому что у меня дочка маленькая 7 месяцев очень люблю ее и как-то вот приглянулся он не с дедушкой играет ребенок улыбается видно такая семья хорошая дружная все счастливы хорошо но переходим теперь к вопросам про вашу семью сколько детей вашей семье расскажите о них 6 детей старшему сыну 26 в этом году мы были на месяце он парень самостоятельность но жилья нет своего конечно у него ну пока он живет отдельно снимает квартиру работает так потом идет дочка 18 лет тоже она вот сколько на вас полгодика 19 вот сейчас полгодика съехала от нас точнее и живет уже отдельно с парнем встречается она учится и свободное время от учебы она подрабатывает потом у меня идут два сына они у меня два няшки то есть они два няшки они абсолютно разные и внешние и физические по характеру полностью два раза разных человека только помню не только точнее помню на памяти как постоянно мама кормила так вот так кормила но я естественно палачам белым помогал тоже очень хорошие ребятки вот они заканчивают 9 класс на данный момент один еще учиться от 11 классов 2 решил поступать после 9 далее идет дом девочка мирослава ей получается 2 и 8 умненькая хорошенькая девочка ходит в садик как-то поначалу дешево конечно было как все детки в садик сейчас ничего адаптация прошла все прекрасно ну и самая маленькая Амелия тоже такая активненькая уже начала ползать зубки первые появились еще раз повторюсь все детки у меня я просто без ума от всех от мало до велико всех очень люблю готов за них хоть что и хоть когда помочь картинка;https://storage.yandexcloud.net/odin-exam-files-dataset/fb889bb0-d66f-4438-a5f6-750e5bc70130-3.MP3",100.0,1.0,1.0,success
"3409641;31281108;1;""<p>Добро пожаловать на экзамен! <br>Вопрос устной части экзамена. Начните диалог.</p>",100.0,1.0,1.0,success
"3409641;31281109;2;""<p>Вопрос устной части экзамена. Примите участие в диалоге. Ответьте на вопросы собеседника полными предложениями.</p>",100.0,1.0,1.0,success
<p> </p>,100.0,1.0,1.0,success
"3409641;31281110;3;""<p>Вопрос устной части экзамена. Начните диалог. Получите нужную Вам информацию. Будьте вежливы.</p>",100.0,1.0,1.0,success
"3409641;31281111;4;""<p>Вопрос устной части экзамена. Опишите картинку.</p>",100.0,1.0,1.0,success
<p> </p>,100.0,1.0,1.0,success
"3409651;31281315;4;""<p>Вопрос устной части экзамена. Опишите картинку.</p>",100.0,1.0,1.0,success
"3409657;31281451;2;""<p>Вопрос устной части экзамена. Примите участие в диалоге. Ответьте на вопросы собеседника полными предложениями.</p>",100.0,1.0,1.0,success
<p> </p>,100.0,1.0,1.0,success
"3409657;31281452;3;""<p>Вопрос устной части экзамена. Начните диалог. Получите нужную Вам информацию. Будьте вежливы.</p>",100.0,1.0,1.0,success
"3409657;31281453;4;""<p>Вопрос устной части экзамена. Опишите картинку.</p>",100.0,1.0,1.0,success
<p> </p>,100.0,1.0,1.0,success
"3409665;31281608;1;""<p>Добро пожаловать на экзамен! <br>Вопрос устной части экзамена. Начните диалог.</p>",100.0,1.0,1.0,success
"3409665;31281609;2;""<p>Вопрос устной части экзамена. Примите участие в диалоге. Ответьте на вопросы собеседника полными предложениями.</p>",100.0,1.0,1.0,success
"3409665;31281610;3;""<p>Вопрос устной части экзамена. Начните диалог. Получите нужную Вам информацию. Будьте вежливы.</p>",100.0,1.0,1.0,success
"3409665;31281611;4;""<p>Вопрос устной части экзамена. Опишите картинку.</p>",100.0,1.0,1.0,success
<p> </p>,100.0,1.0,1.0,success
"3410314;31293499;1;""<p>Добро пожаловать на экзамен! <br>Вопрос устной части экзамена. Начните диалог.</p>",100.0,1.0,1.0,success
"3410314;31293500;2;""<p>Вопрос устной части экзамена. Примите участие в диалоге. Ответьте на вопросы собеседника полными предложениями.</p>",100.0,1.0,1.0,success
<p> </p>,100.0,1.0,1.0,success
"3410314;31293501;3;""<p>Вопрос устной части экзамена. Начните диалог. Получите нужную Вам информацию. Будьте вежливы.</p>",100.0,1.0,1.0,success
"3410314;31293502;4;""<p>Вопрос устной части экзамена. Опишите картинку.</p>",100.0,1.0,1.0,success
"3410315;31293538;2;""<p>Вопрос устной части экзамена. Примите участие в диалоге. Ответьте на вопросы собеседника полными предложениями.</p>",100.0,1.0,1.0,success
<p> </p>,100.0,1.0,1.0,success
"3410315;31293539;3;""<p>Вопрос устной части экзамена. Начните диалог. Получите нужную Вам информацию. Будьте вежливы.<br><br></p>",100.0,1.0,1.0,success
"3410315;31293540;4;""<p>Вопрос устной части экзамена. Опишите картинку.</p>",100.0,1.0,1.0,success
"<p><img src=""""https://storage-public.odin.study/6383f52e-5d09-41ae-ad2d-81179b549d10.PNG"""" width=""""716"""" height=""""414""""></p>",100.0,1.0,1.0,success
"3410316;31293575;1;""<p>Добро пожаловать на экзамен! <br>Вопрос устной части экзамена. Начните диалог.</p>",100.0,1.0,1.0,success
"3410316;31293576;2;""<p>Вопрос устной части экзамена. Примите участие в диалоге. Ответьте на вопросы собеседника полными предложениями.<br><br></p>",100.0,1.0,1.0,success
"3410316;31293577;3;""<p>Вопрос устной части экзамена. Начните диалог. Получите нужную Вам информацию. Будьте вежливы.</p>",100.0,1.0,1.0,success
"3410316;31293578;4;""<p>Вопрос устной части экзамена. Опишите картинку.</p>",100.0,1.0,1.0,success
"<p><img src=""""https://storage-public.odin.study/6383f52e-5d09-41ae-ad2d-81179b549d10.PNG"""" width=""""716"""" height=""""414""""></p>",100.0,1.0,1.0,success
"3410317;31293614;2;""<p>Вопрос устной части экзамена. Примите участие в диалоге. Ответьте на вопросы собеседника полными предложениями.</p>",100.0,1.0,1.0,success
<p> </p>,100.0,1.0,1.0,success
"3410317;31293615;3;""<p>Вопрос устной части экзамена. Начните диалог. Получите нужную Вам информацию. Будьте вежливы.</p>",100.0,1.0,1.0,success
"3410317;31293616;4;""<p>Вопрос устной части экзамена. Опишите картинку.</p>",100.0,1.0,1.0,success
<p> </p>,100.0,1.0,1.0,success
"3410318;31293651;1;""<p>Добро пожаловать на экзамен! <br>Вопрос устной части экзамена. Начните диалог.</p>",100.0,1.0,1.0,success
"3410318;31293652;2;""<p>Вопрос устной части экзамена. Примите участие в диалоге. Ответьте на вопросы собеседника полными предложениями.</p>",100.0,1.0,1.0,success
"3410318;31293653;3;""<p>Вопрос устной части экзамена. Начните диалог. Получите нужную Вам информацию. Будьте вежливы.</p>",100.0,1.0,1.0,success
<p> </p>,100.0,1.0,1.0,success
"3410318;31293654;4;""<p>Вопрос устной части экзамена. Опишите картинку.</p>",100.0,1.0,1.0,success
<p> </p>,100.0,1.0,1.0,success
